No,エリア,店舗名,業種,公式サイトURL,電話(検索で判明分),メール,問い合わせフォーム,備考
11,宮城,ペットショップさまん,トリミング/ホテル/用品,https://www.pet-saman.com/,,なし,あり,"仙台市青葉区｜検証: /form/index.htmlに入力フォーム有(氏名/メール/住所/電話/種別/内容)"
12,宮城,ペットサロン フレンドハウス,トリミング/ホテル/ショップ,https://www.ps-fh.com/,,なし,あり,"仙台市青葉区｜検証: contact.htmlに問い合わせ・予約フォーム有(氏名/メール/希望日時/ペット情報等)"
13,宮城,ワンダーランド,ホテル/美容室,https://wanderland-sendai.com/,,なし,あり,"仙台市｜検証: 電話022-778-4150、予約はLINE/外部メールフォーム(web-story.biz)へのリンク有"
14,宮城,Pet Station Lavie,トリミング/ホテル,https://www.petstationlavie.com/,,なし,なし,"仙台市青葉区｜検証: 電話022-221-8293のみ、予約はLINE、フォーム無し"
15,宮城,ペットショップF,トリミング/ホテル,https://www.pet-shop-f.com/,,なし,なし,"仙台市太白区長町南｜検証: 電話022-247-8852のみ(予約・問合せは電話)"
16,宮城,PET SALON R,トリミング/ホテル,https://www.pet-salon-r.com/,,なし,なし,"仙台市宮城野区/多賀城市｜検証: 電話022-368-6654のみ(予約制)"
17,東京,ヌーノクラブ,ホテル/サロン,https://www.nunoclub.com/,,公開あり: pet@nunoclub.com,あり,"中野区｜検証: contact.htmlに入力フォーム有、メールも記載"
18,東京,ニッコロ,ホテル/トリミング,http://niccolo.jp/,,確認不可,確認不可,"港区赤坂｜検証: 全アクセスでHTTP 503(http/https・www有無とも)"
19,東京,Toutou(トゥートゥー),サロン/ホテル,https://www.petsalon-toutou.com/,03-3829-5534,なし,あり,"墨田区向島｜検証: /contactに入力フォーム有(氏名/メール/電話/内容)"
20,東京,WITH(ウィズ),トリミング/ホテル,https://dog-with.co.jp/,,なし,あり,"新宿・中野｜検証: contact.htmlが問合せ専用ページ(フォーム動的読込)、電話03-3350-1041"
21,東京,AHBASE,トリミング/ホテル/ドッグパーク,https://ah-base.com/,03-5809-7787,なし,あり,"東京｜検証: /contact/に入力フォーム有(氏名/メール/電話/種別/内容)"
22,東京,トリミング工房Shampoo,サロン/ホテル,https://trimming-shampoo.com/,03-3769-1126,なし,あり,"港区芝/田町/品川｜検証: /reservation/にトリミング・ホテル予約フォーム有"
23,東京,Joli 神楽坂店,ホテル/トリミング,https://xn--joli-9o4csan6ll5nt234bdzzb3e4b.jp/,03-5579-2144,公開あり: info@pet-joli.com,あり,"新宿区山吹町｜検証: pet-joli.com/contact/にフォーム有、メールはプライバシー欄に記載"
24,神奈川,PET SALON EMICIA,トリミング/ホテル,https://www.petsalon-emicia.com/,,なし,あり,"横浜市栄区｜検証: /contactに入力フォーム有(氏名/メール/電話/内容)、電話045-568-8236"
25,神奈川,PetSalon Leaf,トリミング/ホテル,https://www.petsalon-leaf.com/,,なし,あり,"横浜市中区本牧｜検証: トップは403、非wwwで閲覧可。/contactにフォーム有、電話045-873-1693"
26,神奈川,PET CARE PLACE,ホテル/トリミング/介護,https://pet-cp.com/,,なし,あり,"横浜市南区大岡｜検証: /contactにフォーム有(店舗選択/ペット情報/氏名/メール/電話/内容)、LINEも"
27,神奈川,おさんぽびより,トリミング/ホテル,https://www.osanpobiyori.jp/,,なし,あり,"横浜市｜検証: /contactにフォーム有(氏名/住所/電話/メール/内容/希望日時)、電話045-947-0108"
28,神奈川,わんわん物語,トリミング/ホテル,https://yokohamapetsalon-wanwanstory.com/,,確認不可,確認不可,"横浜市南区｜検証: 全入口(www有無・http)で503のため確認不可"
29,神奈川,ATOLL(アトール),トリミング,https://www.pet-atoll.com/,,なし,確認不可,"横浜市｜検証: トップ503。閲覧時は外部予約(petlife.asia)リンクのみ確認、自社フォーム未確認"
30,千葉,ペットサロンピュアランド,トリミング/ホテル,https://www.pureland.biz/,,なし,あり,"千葉市稲毛区｜検証: /contact.htmlにフォーム有(氏名/住所/電話/メール/犬情報/希望日時)、電話043-286-6828"
31,千葉,ペット美容室ダブル,トリミング,https://www.petbiyoshitsu-w.com/,,なし,あり,"千葉市中央区｜検証: /contactにフォーム有(氏名/メール/電話/内容)、電話070-5025-5882、LINE有"
32,千葉,PET HOTEL&SALON JUYELL,ホテル/サロン,https://juyell.com/,,なし,あり,"千葉市｜検証: /contact/にフォーム有(氏名/電話/住所/メール/犬種/内容)、電話043-307-5550"
33,千葉,トリミングサロン アラモード,トリミング/ホテル,https://www.ts-alamode.com/,,なし,あり,"千葉/東京/埼玉に展開｜検証: お問い合わせ/ご意見フォームへのリンク有(入力欄はJS描画)"
34,埼玉,Lucu(ルチュ),トリミング/ホテル,https://lucu.jp/,,なし,あり,"川口市/24時間常駐｜検証: /information/にフォーム有(氏名/メール/題名/本文)、予約はpetlife.asia外部、電話048-202-0690"
35,静岡,ONE LUKE 静岡葵区店,トリミング/ホテル,https://oneluke.net/shizuokaaoi/,,なし,あり,"静岡市葵区｜検証: /contact/にフォーム有(氏名/電話/メール/内容)、予約はlit.link外部、電話054-207-9697"
36,静岡,いちごみるく,トリミング/ホテル,https://ichigomilk-salon.jp/,,なし,なし,"静岡市｜検証: 電話のみ(054-284-0022/054-665-6295)。WEB予約は既存客限定の外部、新規は電話のみ"
37,静岡,わんだふるわーるど,美容室/ホテル,https://www.wonderfulworld7688.com/,,なし,なし,"静岡市｜検証: 電話のみ(054-284-7688)、/contactは404、フォーム無し"
38,長野,ONE LUKE 長野店,トリミング/ホテル,https://oneluke.net/nagano/,,なし,あり,"長野市｜検証: /nagano/contactにフォーム有(氏名/電話/メール/内容)、電話026-217-4438"
39,長野,ドッグリゾートクラブ,トリミング/しつけ/ホテル,https://www.dog-resortclub.com/,,なし,確認不可,"長野市｜検証: トップに「お問い合わせ」リンク有るが遷移先不明、/contactは404、電話026-214-0212"
40,長野,ドッグラバーズ,トリミング/ホテル/スタジオ,https://www.doglovers-nagano.com/,,なし,なし,"長野市｜検証: 予約は電話のみ(026-285-9162)、問い合わせページ・フォーム無し"
41,長野,18 Wanya(ワンや),サロン/ホテル,https://wanya.pet/,,公開あり: info@wanya.pet,なし,"茅野市｜検証: mailtoリンク有、入力フォームは無し、電話0266-55-7135"
42,新潟,La la lu(ララルー),サロン/ホテル,https://dogsalon-lalalu.com/,,なし,なし,"長岡市｜検証: LINEと電話のみ(0258-86-8478)、フォーム無し"
43,愛知,WON O WON,トリミング/ホテル,https://www.pet-won-o-won.com/,,確認不可,確認不可,"名古屋市緑区｜検証: www/非www/contact全て403で確認不可"
44,愛知,DOGCAT COCO,トリミング/ホテル,https://dogcatcoco.net/,,なし,あり,"名古屋市昭和区/千種区/瑞穂区｜検証: /contact/にフォーム有(氏名/メール/電話/メッセージ)、電話052-732-1239"
45,愛知,ペットサロン シエンヌ,トリミング/ホテル,https://www.petsalon-chienne.com/,,公開あり: info@petsalon-chienne.com,あり,"名古屋市名東区｜検証: /contact/にフォーム有(氏名/メール/内容+CAPTCHA)、メールもテキスト公開、電話052-771-5866"
46,愛知,コネクト(connect),トリミング/ホテル,https://petsalon-connect.com/,,なし,なし,"名古屋市南区内田橋｜検証: LINE/電話予約のみ(052-627-5777)、入力フォーム無し"
47,愛知,MOFUMOFU,トリミング/ホテル,https://mofumofu.dog/,,なし,なし,"名古屋市中区上前津｜検証: 外部予約システム/LINEのみ(052-228-4210)、フォーム無し"
48,愛知,Furufuru(フルフル),トリミング/ホテル,https://furu-furu.net/,,なし,あり,"名古屋市/4店舗｜検証: /contact/にフォーム有(店舗選択/氏名/メール/電話/住所/内容)、電話052-721-7022他"
49,愛知,ペットサロンジャスミン,トリミング,https://www.m-jasmine.com/,,なし,あり,"名古屋市緑区｜検証: /inqfm/general/に入力フォーム有(氏名/メール/内容)、電話052-893-9135、オンライン予約も"
50,愛知,Étoile(エトワール),ホテル/トリミング,https://etoile-pet.com/,,なし,あり,"名古屋市千種区｜検証: page08.aspxに入力フォーム有(氏名/電話/メール/犬種/預け日等)、電話052-731-7676"
51,愛知,mimiペットサロン,サロン,https://mimi-petsalon.sakura.ne.jp/,,公開あり: trimmingsalon.MIMI@gmail.com / info@mimi-petsalon.sakura.ne.jp,あり,"名古屋市天白区｜検証: contact.htmlにメール公開、お問い合わせ・ご予約フォームへのリンク有"
52,愛知,ONE LUKE 名駅店,トリミング/ホテル,https://oneluke.net/nakamurakumeieki/,,なし,あり,"名古屋市中村区｜検証: /contact/にフォーム有(氏名/電話/メール/内容)、電話052-433-1344、lit.link予約"
53,大阪,OPPペットクラブ24,ホテル,https://www.opp-petclub24.com/,06-6768-8817,なし,あり,"大阪市中央区瓦屋町/24h｜検証: /form.phpにお問い合わせフォーム有(電話/メール希望選択式)、トップは403で非www確認"
54,大阪,PetSalon&Hotel MaG,トリミング/ホテル,https://www.mag-20415.com/,,なし,あり,"大阪市北区｜検証: /contactに入力フォーム有(氏名/メール/電話/内容)、電話06-6485-5151、LINE有"
55,大阪,すまいるペットケア,トリミング/ホテル,https://smilepet.p-kit.com/,072-238-2666,公開あり: smilepetcare311@zd6.so-net.ne.jp,なし,"堺市堺区｜検証: contactページにメール公開、入力フォームは無くメール送信案内、電話072-238-2666"
56,大阪,ペットサロンCOCO,トリミング/ホテル,http://petsalon-coco.com/,080-5326-4007,確認不可,確認不可,"大阪市城東区｜検証: http/https・www有無・/index.html全て503/404/403で確認不可"
57,大阪,ペットホテル・トリミングtriangle,ホテル/トリミング,https://petsitterhoteltriangle.amebaownd.com/,,確認不可,確認不可,"大阪｜検証: Ameba Owndサイトが503で開けず確認不可"
58,大阪,Dog Salon CREA,トリミング/ホテル,https://www.dogsaloncrea.com/,06-4702-1188,なし,あり,"大阪市住之江区｜検証: /contactは404だが、トップ等に外部予約フォーム(step.petlife.asia)へのリンク有、電話06-4702-1188"
59,大阪,ONE LUKE 大阪中央区店,トリミング/ホテル,https://oneluke.net/osakachuo/,,なし,あり,"大阪市中央区｜検証: /contact/にフォーム有(氏名/電話/メール/内容)、lit.link予約有"
60,大阪,PETSALON&HOTEL chere(シェール),サロン/ホテル,https://www.petsalon-chere.com/,,なし,あり,"大阪市｜検証: /contactに入力フォーム有(氏名/電話/メール/内容)、予約は電話推奨"
61,京都,ペットトリミングサロンTOY,トリミング/ホテル,https://www.trimmingsalon-toy.com/,,なし,あり,"京都市伏見区｜検証: /contactにフォーム有(氏名/メール/電話/内容)、オンライン予約・電話・LINEも"
62,京都,COCO(ココ),サロン/ホテル,https://coco-dog.com/,,なし,なし,"京都市西京区｜検証: 完全予約制、電話とLINEのみ、フォーム無し"
63,京都,ペットサロンくんくん,サロン/ホテル,https://pet-hoteltoinkyoto.com/pet-salon,,公開あり: kunkun@pet-hoteltoinkyoto.com,あり,"京都市/京都駅近く｜検証: トップに入力フォーム有(氏名/メール/予約・問合せ内容)、外部予約システムも"
64,京都,the trimming 京都本店,トリミング,https://trimming.animal-kyoto.jp/,,確認不可,確認不可,"京都市/動物病院併設｜検証: 403 Forbidden、別入口(animal-kyoto.jp/www付き)も403で確認不可"
65,兵庫,ドギーパレス 神戸ポートタワー店,サロン/ホテル,https://www.doggy111.com/,,なし,あり,"神戸市/芦屋｜検証: contact.htmlにフォーム有(氏名/電話/メール/犬猫詳細/内容)、電話・LINEも"
66,兵庫,神戸ペットホテル フェリーチェ,ホテル,https://kobe.felice-pet.jp/index2.html,,公開あり: hanako@hanakonet.com,あり,"神戸市｜検証: contact.htmlにメール掲載、フォーム有(定期確認の旨記載)、電話・LINEも"
67,兵庫,dog salon Pele,トリミング/ホテル,https://www.dogsalon-pele.com/,,なし,あり,"神戸市｜検証: /contact/にフォーム有(氏名/ふりがな/メール/電話/内容)、外部予約reserva.be・電話も"
68,兵庫,Amity,トリミング/ホテル,http://www.amity-dog.com/,,確認不可,確認不可,"神戸市｜検証: 503 Service Unavailable、http/https・www有無いずれも503で確認不可"
69,兵庫,Dog Salon Lien(リアン),サロン,https://dog-salon-lien.com/,,確認不可,確認不可,"神戸市西区｜検証: 接続拒否(ECONNREFUSED)、www有無いずれも接続不可で確認不可"
70,兵庫,pet salon MINT,トリミング/ホテル,https://petsalon-mint.com/,,公開あり: info@petsalon-mint.com,あり,"神戸市垂水区｜検証: /contact/にフォーム有(氏名/メール/電話/住所/ペット種別/メニュー/内容)、トップにもメール掲載"
71,岡山,ペットサロン フェリーチェ,トリミング/ホテル,https://felice-pet.jp/,,なし,なし,"岡山市/年中無休｜検証: 予約はアプリ・LINE・電話のみ、/reserve/にフォーム無し"
72,岡山,カレン(kallen)ペットサロン,トリミング/ホテル/用品,https://kallen-petsalon.jp/,,なし,なし,"岡山｜検証: 電話(086-231-5995)のみ、メール・フォーム無し"
73,岡山,トリミングサロンSAKURA,トリミング/ホテル,http://trimingsalon-sakura.com/,,確認不可,確認不可,"岡山｜検証: http/https/www全て503で確認不可"
74,広島,サロン ド トキコ,トリミング/ホテル,https://tokiko.info/,,なし,なし,"広島市/広島駅近く｜検証: 電話のみ案内、Ameblo誘導、フォーム・メール・リンク無し"
75,広島,ドッグサロン風～FUU～,トリミング/ホテル/フード,https://dogsalon-fuu.style/,,なし,あり,"広島/無添加フード販売｜検証: トップに問合せフォームへのリンク有(氏名/メール/問合せ内容等)"
76,広島,m Pet Hotel,ホテル/トリミング,https://m-pet-hotel.com/,,なし,あり,"広島市中区｜検証: /contact/にフォーム有(氏名/カナ/電話/メール/内容/同意)"
77,広島,ペットハウスマリー,ショップ/サロン/ホテル,https://pethouse-mary.com/,,なし,あり,"広島県｜検証: /contactにフォーム有(姓名/メール/電話/種別/メッセージ/同意。主に求人応募用)"
78,広島,Trimming&Hotel DADA,トリミング/ホテル,https://www.dada-pet.com/,,なし,あり,"広島市/舟入・三篠｜検証: 各店ネット予約(petlife.asia)・LINE予約有、予約・お問合せリンク有"
79,福岡,Dog Salon GRACE,ホテル/トリミング/フード,https://dogsalongrace.jp/,092-672-7011,なし,なし,"福岡市東区千早｜検証: /contact/は電話とLINE案内のみで入力フォーム無し"
80,福岡,ペットサロン natural,トリミング/ホテル/用品,https://www.natural2014.com/,,なし,なし,"福岡市東区/博多区/粕屋郡｜検証: /contact.phpは電話と外部予約システム(itsuaki.com)案内のみ、入力フォーム無し"
81,福岡,さくらの木,サロン/ホテル/用品,https://dog.sakuranoki.biz/,,なし,あり,"福岡市東区名島｜検証: /contact.phpに入力フォーム有(氏名/メール/住所/電話/相談内容)"
82,福岡,ビースパ住吉店,ホテル/トリミング,https://b-spa.co.jp/sumiyoshi/,,なし,あり,"福岡市博多区｜検証: inquiry.htmlに入力フォーム有(氏名/カナ/メール/電話/内容/CAPTCHA)"
83,福岡,Shampowan(シャポワン),トリミング,https://shampowan.com/,,なし,あり,"福岡｜検証: /contact/に入力フォーム有(氏名/カナ/電話/メール/内容/同意)"
84,福岡,jolipote,トリミング/ホテル/フード,https://jolipote.com/,,なし,あり,"福岡市早良区/城南区/西区｜検証: /contact/に入力フォーム有(氏名/フリガナ/メール/項目/内容)"
85,福岡,Ozf Mawata,サロン/ホテル,https://www.ozf-mawata.com/,,なし,なし,"福岡市｜検証: 電話のみ(092-712-3800)、フォーム/Contactリンク無し"
86,福岡,pistachio(ピスタチオ),トリミング/ホテル,https://dog-pistachio.com/,092-555-4677,なし,なし,"福岡市南区｜検証: 電話のみ(092-555-4677)、フォーム/Contactリンク無し"
87,熊本,ペットサロン コラット,サロン/ホテル,https://petsaloncorat.com/,,なし,なし,"熊本市東区｜検証: 電話のみ(096-366-1813)、フォーム/Contactリンク無し"
88,熊本,ペットサロンタビー,トリミング/ホテル,https://www.petsalon-tabby.com/,,公開あり: tabby.14118@i.softbank.jp,なし,"熊本市東区｜検証: infomationページにメール記載、入力フォームは無く電話/メール/予約制"
89,鹿児島,カレン動物病院,ホテル/トリミング,https://kalen.pet/hotel,,なし,なし,"鹿児島市｜検証: 電話のみ(099-297-6363)、Contactページ・入力フォーム無し"
90,沖縄,Total pet salon Chouchou,トリミング/ホテル,https://www.chouchou-tvc.jp/,,なし,なし,"沖縄市与儀｜検証: 電話(098-923-0911)・LINE登録のみ、入力フォーム無し"
91,沖縄,サロンドオハナ,ホテル/トリミング,https://salonde-ohana.com/,,なし,あり,"沖縄市｜検証: /pages/contactに入力フォーム有(氏名/メール/電話/件名/内容)、LINEも"
92,沖縄,トリミングサロン Olu Pono,トリミング/ホテル,https://churatown.com/detail/177/index.html,,なし,あり,"那覇市/古島駅周辺｜検証: contact.htmlにお問合せフォーム、reserve.htmlに予約フォーム有(氏名/メール/TEL等)"
